Executing windows.dlllist...
Volatility 3 Framework 2.7.0

PID	Process	Base	Size	Name	Path	LoadTime	File output
924	svchost.exe	0x725a0000	0x38000	fwpuclnt.dll	c:\windows\system32\fwpuclnt.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x73f60000	0xd000	rtutils.dll	c:\windows\system32\rtutils.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x71430000	0x33000	sqmapi.dll	c:\windows\system32\sqmapi.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x713f0000	0x32000	WDSCORE.dll	c:\windows\system32\WDSCORE.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x719d0000	0x116000	VSSAPI.DLL	C:\Windows\system32\VSSAPI.DLL	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x719c0000	0x10000	VssTrace.DLL	C:\Windows\system32\VssTrace.DLL	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x74090000	0xf000	samcli.dll	C:\Windows\system32\samcli.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x71320000	0xc2000	wbemcore.dll	C:\Windows\system32\wbem\wbemcore.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x712d0000	0x44000	esscli.dll	C:\Windows\system32\wbem\esscli.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x714a0000	0x96000	FastProx.dll	C:\Windows\system32\wbem\FastProx.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x71480000	0x18000	NTDSAPI.dll	C:\Windows\system32\NTDSAPI.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x712c0000	0xf000	wbemsvc.dll	C:\Windows\system32\wbem\wbemsvc.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x712a0000	0x17000	wmiutils.dll	C:\Windows\system32\wbem\wmiutils.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x71250000	0x4c000	repdrvfs.dll	C:\Windows\system32\wbem\repdrvfs.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x71220000	0x2c000	srvsvc.dll	c:\windows\system32\srvsvc.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x71200000	0x1b000	browser.dll	c:\windows\system32\browser.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x71180000	0x67000	netcfgx.dll	C:\Windows\system32\netcfgx.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x750b0000	0xe000	devrtl.DLL	C:\Windows\system32\devrtl.DLL	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x71160000	0x16000	NCI.dll	C:\Windows\system32\NCI.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x711f0000	0x6000	SSCORE.DLL	C:\Windows\system32\SSCORE.DLL	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x71120000	0x3b000	CLUSAPI.DLL	C:\Windows\system32\CLUSAPI.DLL	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x75570000	0x11000	cryptdll.dll	C:\Windows\system32\cryptdll.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x71100000	0x14000	RESUTILS.DLL	C:\Windows\system32\RESUTILS.DLL	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x710b0000	0x4a000	hnetcfg.dll	C:\Windows\system32\hnetcfg.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x71470000	0xa000	wbemprox.dll	C:\Windows\system32\wbem\wbemprox.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x751c0000	0x44000	DNSAPI.dll	C:\Windows\system32\DNSAPI.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x71050000	0x5a000	netprofm.dll	C:\Windows\System32\netprofm.dll	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x73950000	0xd000	dhcpcsvc6.DLL	C:\Windows\system32\dhcpcsvc6.DLL	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x74e70000	0x12000	dhcpcsvc.DLL	C:\Windows\system32\dhcpcsvc.DLL	2022-11-14 20:25:21.000000 	Disabled
924	svchost.exe	0x70e80000	0x6000	rasadhlp.dll	C:\Windows\system32\rasadhlp.dll	2022-11-14 20:25:22.000000 	Disabled
924	svchost.exe	0x70e70000	0x8000	tschannel.dll	C:\Windows\system32\tschannel.dll	2022-11-14 20:25:22.000000 	Disabled
924	svchost.exe	0x70bd0000	0x81000	wmiprvsd.dll	C:\Windows\system32\wbem\wmiprvsd.dll	2022-11-14 20:25:22.000000 	Disabled
924	svchost.exe	0x70bc0000	0xf000	NCObjAPI.DLL	C:\Windows\system32\NCObjAPI.DLL	2022-11-14 20:25:22.000000 	Disabled
924	svchost.exe	0x70a20000	0x56000	wbemess.dll	C:\Windows\system32\wbem\wbemess.dll	2022-11-14 20:25:22.000000 	Disabled
924	svchost.exe	0x70ba0000	0x8000	npmproxy.dll	C:\Windows\System32\npmproxy.dll	2022-11-14 20:25:23.000000 	Disabled
924	svchost.exe	0x70a00000	0x12000	aelupsvc.dll	c:\windows\system32\aelupsvc.dll	2022-11-14 20:25:23.000000 	Disabled
924	svchost.exe	0x743a0000	0x4e000	actxprxy.dll	C:\Windows\system32\actxprxy.dll	2022-11-14 20:25:31.000000 	Disabled
924	svchost.exe	0x72220000	0x25000	cscobj.dll	C:\Windows\System32\cscobj.dll	2022-11-14 20:26:46.000000 	Disabled
924	svchost.exe	0x73f70000	0x10000	ncprov.dll	C:\Windows\system32\wbem\ncprov.dll	2022-11-14 20:27:10.000000 	Disabled
924	svchost.exe	0x735b0000	0x92000	qmgr.dll	c:\windows\system32\qmgr.dll	2022-11-14 20:27:22.000000 	Disabled
924	svchost.exe	0x74540000	0x8000	bitsperf.dll	c:\windows\system32\bitsperf.dll	2022-11-14 20:27:22.000000 	Disabled
924	svchost.exe	0x73880000	0xd000	bitsigd.dll	C:\Windows\system32\bitsigd.dll	2022-11-14 20:27:23.000000 	Disabled
924	svchost.exe	0x73810000	0x36000	upnp.dll	C:\Windows\system32\upnp.dll	2022-11-14 20:27:23.000000 	Disabled
924	svchost.exe	0x72160000	0x58000	WINHTTP.dll	C:\Windows\system32\WINHTTP.dll	2022-11-14 20:27:23.000000 	Disabled
924	svchost.exe	0x72110000	0x4f000	webio.dll	C:\Windows\system32\webio.dll	2022-11-14 20:27:23.000000 	Disabled
924	svchost.exe	0x717c0000	0xd000	SSDPAPI.dll	C:\Windows\system32\SSDPAPI.dll	2022-11-14 20:27:23.000000 	Disabled
924	svchost.exe	0x6f8b0000	0x202000	wuaueng.dll	c:\windows\system32\wuaueng.dll	2022-11-14 20:27:23.000000 	Disabled
924	svchost.exe	0x70e90000	0x1a3000	ESENT.dll	c:\windows\system32\ESENT.dll	2022-11-14 20:27:23.000000 	Disabled
924	svchost.exe	0x73510000	0x51000	WINSPOOL.DRV	c:\windows\system32\WINSPOOL.DRV	2022-11-14 20:27:23.000000 	Disabled
924	svchost.exe	0x72a10000	0x15000	Cabinet.dll	c:\windows\system32\Cabinet.dll	2022-11-14 20:27:23.000000 	Disabled
924	svchost.exe	0x72c70000	0xc000	mspatcha.dll	c:\windows\system32\mspatcha.dll	2022-11-14 20:27:23.000000 	Disabled
924	svchost.exe	0x77800000	0x5000	psapi.dll	C:\Windows\system32\psapi.dll	2022-11-14 20:27:23.000000 	Disabled
924	svchost.exe	0x75800000	0x6000	WMsgAPI.dll	C:\Windows\system32\WMsgAPI.dll	2022-11-14 20:27:23.000000 	Disabled
924	svchost.exe	0x6e790000	0xf000	appinfo.dll	c:\windows\system32\appinfo.dll	2022-11-14 20:28:01.000000 	Disabled
924	svchost.exe	0x6dc40000	0x134000	msxml3.dll	C:\Windows\System32\msxml3.dll	2022-11-14 20:28:09.000000 	Disabled
924	svchost.exe	0x75490000	0x17000	bcrypt.dll	C:\Windows\System32\bcrypt.dll	2022-11-14 20:28:09.000000 	Disabled
924	svchost.exe	0x708d0000	0x61000	wer.dll	C:\Windows\system32\wer.dll	2022-11-14 20:28:09.000000 	Disabled
924	svchost.exe	0x72420000	0x21000	SPPC.DLL	C:\Windows\system32\SPPC.DLL	2022-11-14 20:28:09.000000 	Disabled
924	svchost.exe	0x72540000	0x52000	RasApi32.dll	C:\Windows\system32\RasApi32.dll	2022-11-14 20:28:10.000000 	Disabled
924	svchost.exe	0x72610000	0x15000	rasman.dll	C:\Windows\system32\rasman.dll	2022-11-14 20:28:10.000000 	Disabled
924	svchost.exe	0x703b0000	0x8000	CbsApi.dll	C:\Windows\servicing\CbsApi.dll	2022-11-14 20:28:10.000000 	Disabled
924	svchost.exe	0x690d0000	0x246000	msi.dll	C:\Windows\system32\msi.dll	2022-11-14 20:28:11.000000 	Disabled
924	svchost.exe	0x6dd90000	0x2e000	advpack.dll	C:\Windows\system32\advpack.dll	2022-11-14 20:28:11.000000 	Disabled
1124	svchost.exe	0xeb0000	0x8000	svchost.exe	C:\Windows\system32\svchost.exe	N/A	Disabled
1124	svchost.exe	0x77920000	0x142000	ntdll.dll	C:\Windows\SYSTEM32\ntdll.dll	N/A	Disabled
1124	svchost.exe	0x75d00000	0xd5000	kernel32.dll	C:\Windows\system32\kernel32.dll	2022-11-14 20:25:20.000000 	Disabled
1124	svchost.exe	0x75c60000	0x4b000	KERNELBASE.dll	C:\Windows\system32\KERNELBASE.dll	2022-11-14 20:25:20.000000 	Disabled
1124	svchost.exe	0x76140000	0xac000	msvcrt.dll	C:\Windows\system32\msvcrt.dll	2022-11-14 20:25:20.000000 	Disabled
1124	svchost.exe	0x76a10000	0x19000	sechost.dll	C:\Windows\SYSTEM32\sechost.dll	2022-11-14 20:25:20.000000 	Disabled
1124	svchost.exe	0x77ac0000	0xa2000	RPCRT4.dll	C:\Windows\system32\RPCRT4.dll	2022-11-14 20:25:20.000000 	Disabled
1124	svchost.exe	0x776a0000	0x15f000	ole32.dll	C:\Windows\system32\ole32.dll	2022-11-14 20:25:20.000000 	Disabled
1124	svchost.exe	0x761f0000	0x4e000	GDI32.dll	C:\Windows\system32\GDI32.dll	2022-11-14 20:25:20.000000 	Disabled
1124	svchost.exe	0x76650000	0xc9000	USER32.dll	C:\Windows\system32\USER32.dll	2022-11-14 20:25:20.000000 	Disabled
1124	svchost.exe	0x77ab0000	0xa000	LPK.dll	C:\Windows\system32\LPK.dll	2022-11-14 20:25:20.000000 	Disabled
1124	svchost.exe	0x76720000	0x9d000	USP10.dll	C:\Windows\system32\USP10.dll	2022-11-14 20:25:20.000000 	Disabled
1124	svchost.exe	0x76a30000	0x1f000	IMM32.DLL	C:\Windows\system32\IMM32.DLL	2022-11-14 20:25:20.000000 	Disabled
1124	svchost.exe	0x75fe0000	0xce000	MSCTF.dll	C:\Windows\system32\MSCTF.dll	2022-11-14 20:25:20.000000 	Disabled
1124	svchost.exe	0x75820000	0xc000	CRYPTBASE.dll	C:\Windows\system32\CRYPTBASE.dll	2022-11-14 20:25:20.000000 	Disabled
1124	svchost.exe	0x77870000	0xa1000	ADVAPI32.dll	C:\Windows\system32\ADVAPI32.dll	2022-11-14 20:25:20.000000 	Disabled
1124	svchost.exe	0x73980000	0x23000	dnsrslvr.dll	c:\windows\system32\dnsrslvr.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x75fa0000	0x35000	WS2_32.dll	C:\Windows\system32\WS2_32.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x767c0000	0x6000	NSI.dll	C:\Windows\system32\NSI.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x751c0000	0x44000	DNSAPI.dll	c:\windows\system32\DNSAPI.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x74ec0000	0x7000	WINNSI.DLL	c:\windows\system32\WINNSI.DLL	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x725a0000	0x38000	Fwpuclnt.dll	C:\Windows\system32\Fwpuclnt.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x73970000	0x5000	dnsext.dll	C:\Windows\System32\dnsext.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x759b0000	0x19000	USERENV.dll	C:\Windows\system32\USERENV.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x75990000	0xb000	profapi.dll	C:\Windows\system32\profapi.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x74f50000	0x16000	GPAPI.dll	C:\Windows\system32\GPAPI.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x75910000	0xe000	RpcRtRemote.dll	C:\Windows\system32\RpcRtRemote.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x75300000	0x3c000	mswsock.dll	C:\Windows\system32\mswsock.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x752f0000	0x6000	wship6.dll	C:\Windows\System32\wship6.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x74ed0000	0x1c000	iphlpapi.dll	C:\Windows\system32\iphlpapi.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x73950000	0xd000	dhcpcsvc6.DLL	C:\Windows\system32\dhcpcsvc6.DLL	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x74e70000	0x12000	dhcpcsvc.DLL	C:\Windows\system32\dhcpcsvc.DLL	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x74e60000	0x5000	wshtcpip.dll	C:\Windows\System32\wshtcpip.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x71c60000	0x17000	wkssvc.dll	c:\windows\system32\wkssvc.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x740b0000	0x9000	netutils.dll	c:\windows\system32\netutils.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x75450000	0x2b000	netjoin.dll	c:\windows\system32\netjoin.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x757e0000	0x1b000	SspiCli.dll	C:\Windows\system32\SspiCli.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x71b10000	0x27000	cryptsvc.dll	c:\windows\system32\cryptsvc.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x71af0000	0x1d000	CRYPTNET.dll	c:\windows\system32\CRYPTNET.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x759d0000	0x122000	CRYPT32.dll	C:\Windows\system32\CRYPT32.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x75980000	0xc000	MSASN1.dll	C:\Windows\system32\MSASN1.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x75cb0000	0x45000	WLDAP32.dll	C:\Windows\system32\WLDAP32.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x719d0000	0x116000	VSSAPI.DLL	C:\Windows\system32\VSSAPI.DLL	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x73bc0000	0x14000	ATL.DLL	C:\Windows\system32\ATL.DLL	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x719c0000	0x10000	VssTrace.DLL	C:\Windows\system32\VssTrace.DLL	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x76970000	0x92000	OLEAUT32.dll	C:\Windows\system32\OLEAUT32.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x74090000	0xf000	samcli.dll	C:\Windows\system32\samcli.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x747b0000	0x12000	SAMLIB.dll	C:\Windows\system32\SAMLIB.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x75340000	0x17000	CRYPTSP.dll	C:\Windows\system32\CRYPTSP.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x750d0000	0x3b000	rsaenh.dll	C:\Windows\system32\rsaenh.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x760b0000	0x83000	CLBCatQ.DLL	C:\Windows\system32\CLBCatQ.DLL	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x73a90000	0x47000	es.dll	C:\Windows\system32\es.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x746b0000	0xf5000	PROPSYS.dll	C:\Windows\system32\PROPSYS.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x71820000	0x3e000	nlasvc.dll	c:\windows\system32\nlasvc.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x75520000	0x42000	wevtapi.dll	c:\windows\system32\wevtapi.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x717f0000	0x29000	ncsi.dll	c:\windows\system32\ncsi.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x72160000	0x58000	WINHTTP.dll	c:\windows\system32\WINHTTP.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x72110000	0x4f000	webio.dll	c:\windows\system32\webio.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x75b40000	0x27000	CFGMGR32.dll	C:\Windows\system32\CFGMGR32.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x757c0000	0x8000	secur32.dll	C:\Windows\system32\secur32.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x75010000	0x8000	credssp.dll	C:\Windows\system32\credssp.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x717c0000	0xd000	ssdpapi.dll	C:\Windows\system32\ssdpapi.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x740a0000	0xf000	wkscli.dll	C:\Windows\system32\wkscli.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x75190000	0x22000	logoncli.dll	C:\Windows\system32\logoncli.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x75490000	0x17000	bcrypt.dll	C:\Windows\system32\bcrypt.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x75410000	0x3d000	bcryptprimitives.dll	C:\Windows\system32\bcryptprimitives.dll	2022-11-14 20:25:21.000000 	Disabled
1124	svchost.exe	0x74f00000	0xd000	WTSAPI32.dll	C:\Windows\system32\WTSAPI32.dll	2022-11-14 20:25:23.000000 	Disabled
1124	svchost.exe	0x758e0000	0x29000	WINSTA.dll	C:\Windows\system32\WINSTA.dll	2022-11-14 20:25:23.000000 	Disabled
1124	svchost.exe	0x77810000	0x57000	SHLWAPI.dll	C:\Windows\system32\SHLWAPI.dll	2022-11-14 20:25:24.000000 	Disabled
1124	svchost.exe	0x70e80000	0x6000	rasadhlp.dll	C:\Windows\system32\rasadhlp.dll	2022-11-14 20:25:24.000000 	Disabled
1124	svchost.exe	0x70e90000	0x1a3000	ESENT.dll	C:\Windows\system32\ESENT.dll	2022-11-14 20:27:10.000000 	Disabled
1124	svchost.exe	0x77800000	0x5000	psapi.dll	C:\Windows\system32\psapi.dll	2022-11-14 20:27:10.000000 	Disabled
1304	spoolsv.exe	0xb60000	0x50000	spoolsv.exe	C:\Windows\System32\spoolsv.exe	N/A	Disabled
1304	spoolsv.exe	0x77920000	0x142000	ntdll.dll	C:\Windows\SYSTEM32\ntdll.dll	N/A	Disabled
1304	spoolsv.exe	0x75d00000	0xd5000	kernel32.dll	C:\Windows\system32\kernel32.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x75c60000	0x4b000	KERNELBASE.dll	C:\Windows\system32\KERNELBASE.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x76140000	0xac000	msvcrt.dll	C:\Windows\system32\msvcrt.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x76a10000	0x19000	sechost.dll	C:\Windows\SYSTEM32\sechost.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x77ac0000	0xa2000	RPCRT4.dll	C:\Windows\system32\RPCRT4.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x77870000	0xa1000	ADVAPI32.dll	C:\Windows\system32\ADVAPI32.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x76650000	0xc9000	USER32.dll	C:\Windows\system32\USER32.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x761f0000	0x4e000	GDI32.dll	C:\Windows\system32\GDI32.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x77ab0000	0xa000	LPK.dll	C:\Windows\system32\LPK.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x76720000	0x9d000	USP10.dll	C:\Windows\system32\USP10.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x73eb0000	0x25000	POWRPROF.dll	C:\Windows\System32\POWRPROF.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x767d0000	0x19d000	SETUPAPI.dll	C:\Windows\system32\SETUPAPI.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x75b40000	0x27000	CFGMGR32.dll	C:\Windows\system32\CFGMGR32.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x76970000	0x92000	OLEAUT32.dll	C:\Windows\system32\OLEAUT32.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x776a0000	0x15f000	ole32.dll	C:\Windows\system32\ole32.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x75c40000	0x12000	DEVOBJ.dll	C:\Windows\system32\DEVOBJ.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x751c0000	0x44000	DNSAPI.dll	C:\Windows\System32\DNSAPI.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x75fa0000	0x35000	WS2_32.dll	C:\Windows\system32\WS2_32.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x767c0000	0x6000	NSI.dll	C:\Windows\system32\NSI.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x76a30000	0x1f000	IMM32.DLL	C:\Windows\system32\IMM32.DLL	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x75fe0000	0xce000	MSCTF.dll	C:\Windows\system32\MSCTF.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x75820000	0xc000	CRYPTBASE.dll	C:\Windows\System32\CRYPTBASE.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x73ae0000	0xa000	slc.dll	C:\Windows\System32\slc.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x75910000	0xe000	RpcRtRemote.dll	C:\Windows\System32\RpcRtRemote.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x757c0000	0x8000	secur32.dll	C:\Windows\System32\secur32.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x757e0000	0x1b000	SSPICLI.DLL	C:\Windows\System32\SSPICLI.DLL	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x75010000	0x8000	credssp.dll	C:\Windows\System32\credssp.dll	2022-11-14 20:25:21.000000 	Disabled
1304	spoolsv.exe	0x74f00000	0xd000	WTSAPI32.dll	C:\Windows\System32\WTSAPI32.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x758e0000	0x29000	WINSTA.dll	C:\Windows\System32\WINSTA.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x74ed0000	0x1c000	IPHLPAPI.DLL	C:\Windows\System32\IPHLPAPI.DLL	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x74ec0000	0x7000	WINNSI.DLL	C:\Windows\System32\WINNSI.DLL	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x75300000	0x3c000	mswsock.dll	C:\Windows\system32\mswsock.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x74e60000	0x5000	wshtcpip.dll	C:\Windows\System32\wshtcpip.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x752f0000	0x6000	wship6.dll	C:\Windows\System32\wship6.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x70e80000	0x6000	rasadhlp.dll	C:\Windows\System32\rasadhlp.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x725a0000	0x38000	fwpuclnt.dll	C:\Windows\System32\fwpuclnt.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x760b0000	0x83000	CLBCatQ.DLL	C:\Windows\system32\CLBCatQ.DLL	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x73a70000	0xf000	umb.dll	C:\Windows\system32\umb.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x73bc0000	0x14000	ATL.DLL	C:\Windows\system32\ATL.DLL	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x75b80000	0x2f000	WINTRUST.dll	C:\Windows\system32\WINTRUST.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x759d0000	0x122000	CRYPT32.dll	C:\Windows\system32\CRYPT32.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x75980000	0xc000	MSASN1.dll	C:\Windows\system32\MSASN1.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x73020000	0xc3000	localspl.dll	C:\Windows\System32\localspl.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x737f0000	0xe000	SPOOLSS.DLL	C:\Windows\System32\SPOOLSS.DLL	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x75750000	0x19000	srvcli.dll	C:\Windows\System32\srvcli.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x73510000	0x51000	winspool.drv	C:\Windows\system32\winspool.drv	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x73500000	0xc000	PrintIsolationProxy.dll	C:\Windows\System32\PrintIsolationProxy.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x73440000	0xd000	FXSMON.DLL	C:\Windows\System32\FXSMON.DLL	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x72ff0000	0x27000	tcpmon.dll	C:\Windows\System32\tcpmon.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x73410000	0x9000	snmpapi.dll	C:\Windows\System32\snmpapi.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x72fe0000	0xf000	wsnmp32.dll	C:\Windows\System32\wsnmp32.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x72d50000	0x158000	msxml6.dll	C:\Windows\System32\msxml6.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x77810000	0x57000	SHLWAPI.dll	C:\Windows\system32\SHLWAPI.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x75490000	0x17000	bcrypt.dll	C:\Windows\System32\bcrypt.dll	2022-11-14 20:27:14.000000 	Disabled
1304	spoolsv.exe	0x72f80000	0xb000	usbmon.dll	C:\Windows\System32\usbmon.dll	2022-11-14 20:27:14.000000 	Disabled
